,100_MIDDLE_avr_goldEarned,100_MIDDLE_avr_kill,100_MIDDLE_avr_death,100_MIDDLE_avr_assists,100_MIDDLE_avr_trueDamageDealtToChampions,100_MIDDLE_avr_damageDealtToTurrets,100_MIDDLE_avr_goldSpent,100_MIDDLE_avr_visionScore,100_MIDDLE_avr_physicalDamageDealt,100_MIDDLE_avr_totalHeal,100_MIDDLE_avr_champLevel,100_MIDDLE_avr_magicDamageDealtToChampions,100_MIDDLE_avr_wardsPlaced,100_MIDDLE_avr_goldSpent,100_TOP_avr_goldEarned,100_TOP_avr_kill,100_TOP_avr_death,100_TOP_avr_assists,100_TOP_avr_trueDamageDealtToChampions,100_TOP_avr_damageDealtToTurrets,100_TOP_avr_goldSpent,100_TOP_avr_visionScore,100_TOP_avr_physicalDamageDealt,100_TOP_avr_totalHeal,100_TOP_avr_champLevel,100_TOP_avr_magicDamageDealtToChampions,100_TOP_avr_wardsPlaced,100_TOP_avr_goldSpent,100_JUNGLE_avr_goldEarned,100_JUNGLE_avr_kill,100_JUNGLE_avr_death,100_JUNGLE_avr_assists,100_JUNGLE_avr_trueDamageDealtToChampions,100_JUNGLE_avr_damageDealtToTurrets,100_JUNGLE_avr_goldSpent,100_JUNGLE_avr_visionScore,100_JUNGLE_avr_physicalDamageDealt,100_JUNGLE_avr_totalHeal,100_JUNGLE_avr_champLevel,100_JUNGLE_avr_magicDamageDealtToChampions,100_JUNGLE_avr_wardsPlaced,100_JUNGLE_avr_goldSpent,100_ADC_avr_goldEarned,100_ADC_avr_kill,100_ADC_avr_death,100_ADC_avr_assists,100_ADC_avr_trueDamageDealtToChampions,100_ADC_avr_damageDealtToTurrets,100_ADC_avr_goldSpent,100_ADC_avr_visionScore,100_ADC_avr_physicalDamageDealt,100_ADC_avr_totalHeal,100_ADC_avr_champLevel,100_ADC_avr_magicDamageDealtToChampions,100_ADC_avr_wardsPlaced,100_ADC_avr_goldSpent,100_SUPPORT_avr_goldEarned,100_SUPPORT_avr_kill,100_SUPPORT_avr_death,100_SUPPORT_avr_assists,100_SUPPORT_avr_trueDamageDealtToChampions,100_SUPPORT_avr_damageDealtToTurrets,100_SUPPORT_avr_goldSpent,100_SUPPORT_avr_visionScore,100_SUPPORT_avr_physicalDamageDealt,100_SUPPORT_avr_totalHeal,100_SUPPORT_avr_champLevel,100_SUPPORT_avr_magicDamageDealtToChampions,100_SUPPORT_avr_wardsPlaced,100_SUPPORT_avr_goldSpent,200_MIDDLE_avr_goldEarned,200_MIDDLE_avr_kill,200_MIDDLE_avr_death,200_MIDDLE_avr_assists,200_MIDDLE_avr_trueDamageDealtToChampions,200_MIDDLE_avr_damageDealtToTurrets,200_MIDDLE_avr_goldSpent,200_MIDDLE_avr_visionScore,200_MIDDLE_avr_physicalDamageDealt,200_MIDDLE_avr_totalHeal,200_MIDDLE_avr_champLevel,200_MIDDLE_avr_magicDamageDealtToChampions,200_MIDDLE_avr_wardsPlaced,200_MIDDLE_avr_goldSpent,200_TOP_avr_goldEarned,200_TOP_avr_kill,200_TOP_avr_death,200_TOP_avr_assists,200_TOP_avr_trueDamageDealtToChampions,200_TOP_avr_damageDealtToTurrets,200_TOP_avr_goldSpent,200_TOP_avr_visionScore,200_TOP_avr_physicalDamageDealt,200_TOP_avr_totalHeal,200_TOP_avr_champLevel,200_TOP_avr_magicDamageDealtToChampions,200_TOP_avr_wardsPlaced,200_TOP_avr_goldSpent,200_JUNGLE_avr_goldEarned,200_JUNGLE_avr_kill,200_JUNGLE_avr_death,200_JUNGLE_avr_assists,200_JUNGLE_avr_trueDamageDealtToChampions,200_JUNGLE_avr_damageDealtToTurrets,200_JUNGLE_avr_goldSpent,200_JUNGLE_avr_visionScore,200_JUNGLE_avr_physicalDamageDealt,200_JUNGLE_avr_totalHeal,200_JUNGLE_avr_champLevel,200_JUNGLE_avr_magicDamageDealtToChampions,200_JUNGLE_avr_wardsPlaced,200_JUNGLE_avr_goldSpent,200_ADC_avr_goldEarned,200_ADC_avr_kill,200_ADC_avr_death,200_ADC_avr_assists,200_ADC_avr_trueDamageDealtToChampions,200_ADC_avr_damageDealtToTurrets,200_ADC_avr_goldSpent,200_ADC_avr_visionScore,200_ADC_avr_physicalDamageDealt,200_ADC_avr_totalHeal,200_ADC_avr_champLevel,200_ADC_avr_magicDamageDealtToChampions,200_ADC_avr_wardsPlaced,200_ADC_avr_goldSpent,200_SUPPORT_avr_goldEarned,200_SUPPORT_avr_kill,200_SUPPORT_avr_death,200_SUPPORT_avr_assists,200_SUPPORT_avr_trueDamageDealtToChampions,200_SUPPORT_avr_damageDealtToTurrets,200_SUPPORT_avr_goldSpent,200_SUPPORT_avr_visionScore,200_SUPPORT_avr_physicalDamageDealt,200_SUPPORT_avr_totalHeal,200_SUPPORT_avr_champLevel,200_SUPPORT_avr_magicDamageDealtToChampions,200_SUPPORT_avr_wardsPlaced,200_SUPPORT_avr_goldSpent,win
389,9486,4,6,1,836,791,9100,19,19,542,14,515,10,9100,10786,4,7,9,120,2630,10555,33,33,6248,15,2054,14,10555,9347,5,5,4,1861,794,9025,16,16,6352,12,2123,9,9025,9209,3,6,3,767,1455,9175,20,20,4750,12,3771,8,9175,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,10395,6,1,4,629,2257,9325,13,13,4160,14,14062,7,9325,8966,3,7,1,2775,6497,8025,24,24,9675,14,752,10,8025,12329,12,4,8,4106,565,11775,21,21,15814,14,0,3,11775,7345,2,2,4,525,1635,6475,18,18,4594,11,0,7,6475,3916,1,1,3,208,162,3025,23,23,352,8,892,10,3025,0
390,12636.0,0.0,4.0,9.0,0.0,4876.0,11875.0,40.0,40.0,2961.0,16.0,24743.0,10.0,11875.0,8740.0,4.0,0.0,5.0,447.0,5504.0,7500.0,16.0,16.0,4835.0,13.0,1560.0,9.0,7500.0,9469.0,7.0,3.0,6.0,3327.0,0.0,7410.0,9.0,9.0,9047.0,13.0,6351.0,2.0,7410.0,7101.0,2.0,2.0,2.0,0.0,1751.0,6925.0,10.0,10.0,1459.0,11.0,1141.0,6.0,6925.0,4791.0,0.0,2.0,9.0,518.0,584.0,3875.0,28.0,28.0,1802.0,9.0,2319.0,15.0,3875.0,,,,,,,,,,,,,,,4658.0,0.0,5.0,2.0,0.0,0.0,4475.0,14.0,14.0,811.0,10.0,2149.0,6.0,4475.0,11907.0,4.0,3.0,13.0,6859.0,3040.0,11000.0,38.0,38.0,17553.0,16.0,81.0,9.0,11000.0,9507.0,3.0,7.0,5.0,0.0,4262.0,9075.0,20.0,20.0,2173.0,13.0,4991.0,10.0,9075.0,6614.0,3.0,5.0,2.0,0.0,112.0,6335.0,18.0,18.0,0.0,10.0,8974.0,7.0,6335.0,1.0
391,8218,7,1,2,0,453,7325,13,13,1857,12,11835,7,7325,12229,8,2,2,160,6741,12125,25,25,8310,15,86,11,12125,13919,6,5,3,1616,3071,13750,41,41,7060,16,2005,11,13750,10556,12,6,3,278,3940,9700,20,20,2572,12,4424,14,9700,7917,2,6,11,415,460,6350,42,42,3132,13,5408,19,6350,10188,5,5,5,1711,0,9750,17,17,3079,14,10672,10,9750,10174,7,6,6,2799,4386,8983,13,13,3014,13,266,4,8983,6573,1,6,8,897,0,5935,19,19,5847,11,11237,3,5935,12542,10,4,8,224,2954,14405,24,24,3414,15,7122,8,14405,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
392,8962,4,9,1,929,0,7650,16,16,5001,14,1529,11,7650,8666,4,8,6,9,0,8775,23,23,6233,14,18918,11,8775,10762,8,11,3,6137,0,10550,24,24,14636,13,549,5,10550,13487,9,7,6,859,2324,13550,26,26,7971,14,3170,8,13550,7541,1,8,16,1114,499,7175,50,50,2032,13,4077,22,7175,13497,10,7,14,7060,5946,12710,28,28,1807,16,7551,10,12710,13436,4,7,8,0,4239,12525,17,17,3659,17,12914,4,12525,7771,3,6,5,610,0,7500,16,16,8763,12,4911,3,7500,10972,5,6,10,7137,2431,8700,16,16,4373,15,68,8,8700,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
393,16590,13,12,14,100,9146,16910,18,18,1465,16,26045,7,16910,9401,1,5,9,0,1800,8350,15,15,8792,16,8597,9,8350,15212,11,4,19,1718,1858,14025,23,23,18923,17,11442,1,14025,16745,14,6,14,4999,4538,14000,29,29,9324,16,6911,13,14000,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,10342,2,1,3,100,610,9900,14,14,2017,14,22117,10,9900,7602,2,6,3,808,0,7200,10,10,5024,12,2377,6,7200,10073,6,4,11,622,2474,9175,23,23,8960,13,8642,5,9175,12347,8,13,5,12088,1139,11800,18,18,7483,14,0,6,11800,6460,0,2,12,494,331,5600,51,51,982,11,2946,31,5600,1
394,13289,6,7,6,0,4960,12125,24,24,11211,16,2202,10,12125,9776,5,3,6,135,1682,9475,20,20,2171,13,0,10,9475,10073,6,4,11,622,2474,9175,23,23,8960,13,8642,5,9175,10481,10,7,11,2581,2990,9675,21,21,4836,12,610,7,9675,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,8878,4,5,4,0,0,8025,15,15,1904,13,13932,9,8025,7602,2,6,3,808,0,7200,10,10,5024,12,2377,6,7200,7771,3,6,5,610,0,7500,16,16,8763,12,4911,3,7500,7745,6,8,2,3027,0,6650,5,5,3099,10,0,4,6650,5469,2,7,7,471,0,5075,41,41,490,10,3425,19,5075,1
395,6958,0,4,3,536,1561,6650,22,22,1090,12,6562,5,6650,14862,13,6,5,7588,4665,13233,19,19,9298,17,923,10,13233,10277,3,3,7,873,3488,8700,23,23,3150,14,331,6,8700,7920,3,6,4,0,405,7750,15,15,2720,11,1289,6,7750,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,8903,1,2,7,0,7010,8010,25,25,55,12,9379,10,8010,10401,8,0,2,3138,4243,10125,17,17,8223,13,10963,7,10125,10543,4,2,9,1294,1595,8725,19,19,16652,14,9808,6,8725,8117,6,4,2,0,3509,6600,21,21,1195,11,631,10,6600,5648,0,1,13,670,87,4535,28,28,11770,11,5640,16,4535,0
396,7600,3,0,6,330,1261,6725,11,11,1619,11,4504,4,6725,9001,4,4,1,1609,3235,8850,12,12,2079,12,151,6,8850,9897,2,6,8,574,294,9625,42,42,21123,14,8196,13,9625,11151,2,7,7,1183,504,10825,24,24,8941,14,31,10,10825,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,15532,14,3,10,568,7522,14200,24,24,2306,16,27471,8,14200,9271,4,8,5,209,1357,9000,20,20,4583,14,4714,14,9000,10641,7,6,9,4711,0,10000,14,14,10473,14,12096,2,10000,15855,11,1,8,440,8653,14200,25,25,5579,17,1438,15,14200,8612,0,1,19,0,1886,7645,73,73,22781,13,4338,41,7645,0
397,8831,2,3,6,0,962,7725,12,12,1842,13,15821,7,7725,9001,4,4,1,1609,3235,8850,12,12,2079,12,151,6,8850,7841,4,6,2,506,175,7800,17,17,7115,12,4186,8,7800,8066,8,2,3,226,2234,7775,9,9,1660,10,1955,5,7775,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,10395,6,1,4,629,2257,9325,13,13,4160,14,14062,7,9325,9776,5,3,6,135,1682,9475,20,20,2171,13,0,10,9475,10378,6,2,8,5047,275,8725,13,13,16363,14,0,3,8725,13770,14,2,4,318,7650,13150,16,16,883,13,828,9,13150,7468,0,8,19,0,1865,5810,46,46,3748,11,5803,21,5810,0
398,9113,0,6,2,0,2793,9200,24,24,1343,13,129,10,9200,11056,4,12,9,61,124,10900,21,21,10995,17,23163,17,10900,9062,7,3,3,575,1333,7133,18,18,14011,13,545,4,7133,11243,5,9,3,1011,4096,11525,13,13,3317,12,588,5,11525,6497,0,2,16,0,1209,3525,34,34,6048,11,2923,15,3525,7600,3,0,6,330,1261,6725,11,11,1619,11,4504,4,6725,11705,5,5,14,3,1898,11525,47,47,15456,15,19471,12,11525,11922,6,8,13,1042,0,11233,47,47,19225,15,1836,9,11233,15181,9,4,10,2784,3070,14800,28,28,4755,16,855,10,14800,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
399,8046,3,5,3,568,485,7350,3,3,1652,12,11894,2,7350,5778,2,6,2,140,0,5630,10,10,2399,10,221,7,5630,6469,1,4,3,599,0,6350,25,25,11423,11,492,5,6350,7113,0,3,3,0,1813,6850,15,15,1659,12,679,7,6850,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,9994,9,2,2,768,772,8358,14,14,5610,14,4953,8,8358,11056,4,12,9,61,124,10900,21,21,10995,17,23163,17,10900,9062,7,3,3,575,1333,7133,18,18,14011,13,545,4,7133,11243,5,9,3,1011,4096,11525,13,13,3317,12,588,5,11525,6497,0,2,16,0,1209,3525,34,34,6048,11,2923,15,3525,0
400,9241,4,2,13,352,3993,8575,12,12,2416,13,10783,8,8575,10254,11,1,8,428,2060,8350,15,15,10023,14,19423,8,8350,11871,7,2,6,862,4083,9025,24,24,7805,15,7870,2,9025,15099,9,5,12,442,14841,12650,36,36,3868,16,2363,8,12650,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,6470,4,1,2,0,4478,6135,6,6,193,10,5526,4,6135,7901,0,8,4,258,3572,8000,17,17,2634,13,2412,8,8000,7125,1,7,8,844,0,6650,25,25,5822,12,4450,1,6650,11243,5,9,3,1011,4096,11525,13,13,3317,12,588,5,11525,6659,3,3,7,0,240,5585,36,36,3367,10,6177,19,5585,1
401,8319,10,1,2,166,2071,6750,13,13,2512,11,8656,7,6750,7111,2,1,2,0,2354,5425,16,16,2212,12,1687,8,5425,11871,7,2,6,862,4083,9025,24,24,7805,15,7870,2,9025,6205,3,2,3,0,1136,5850,10,10,774,10,0,9,5850,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,4463,0,1,0,0,233,3900,11,11,300,10,1340,7,3900,6158,2,5,1,95,461,5700,7,7,444,10,341,5,5700,12089,9,2,3,562,3252,11800,28,28,13980,14,14171,8,11800,8354,5,2,5,456,2070,6800,8,8,3515,11,0,5,6800,3916,1,1,3,208,162,3025,23,23,352,8,892,10,3025,1
402,4463,0,1,0,0,233,3900,11,11,300,10,1340,7,3900,4440,0,2,0,0,1010,3875,9,9,1126,10,0,6,3875,4980,2,4,1,432,0,4675,7,7,5375,9,0,1,4675,14429,12,10,11,1062,3412,13700,16,16,5321,15,0,8,13700,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,7600,3,0,6,330,1261,6725,11,11,1619,11,4504,4,6725,16887,10,3,18,164,6610,15600,36,36,17347,18,7030,16,15600,10024,2,1,9,3554,633,9125,31,31,13663,14,10,4,9125,6205,3,2,3,0,1136,5850,10,10,774,10,0,9,5850,4174,1,3,5,234,962,4050,17,17,128,7,951,9,4050,0
403,9130,3,2,6,0,2457,8825,32,32,2485,13,7965,12,8825,16887,10,3,18,164,6610,15600,36,36,17347,18,7030,16,15600,12089,9,2,3,562,3252,11800,28,28,13980,14,14171,8,11800,15099,9,5,12,442,14841,12650,36,36,3868,16,2363,8,12650,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,8364,4,2,6,18,2408,7775,17,17,237,13,12423,6,7775,870,0,0,0,0,0,500,0,0,0,3,722,1,500,8289,3,1,6,2839,303,7275,32,32,14011,12,0,6,7275,14429,12,10,11,1062,3412,13700,16,16,5321,15,0,8,13700,5714,1,4,2,0,852,4900,43,43,1935,10,1023,24,4900,0
404,6681,0,3,1,596,673,6300,11,11,988,11,805,7,6300,8136,3,2,0,0,2184,7375,17,17,2840,13,3878,9,7375,6451,1,5,1,658,0,5600,13,13,12696,11,658,3,5600,7532,3,5,1,0,0,7475,10,10,2455,11,1566,6,7475,4743,1,6,0,336,0,4675,31,31,298,9,2592,22,4675,9776,7,1,4,136,2951,8500,13,13,2068,13,7070,6,8500,870,0,0,0,0,0,500,0,0,0,3,722,1,500,9267,6,1,8,435,127,6400,21,21,16905,13,0,4,6400,8354,5,2,5,456,2070,6800,8,8,3515,11,0,5,6800,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
405,10594,2,3,16,107,1962,8485,25,25,6712,15,13864,13,8485,9551,2,7,9,36,1865,9525,42,42,7222,14,3458,10,9525,12465,8,13,11,5348,2987,11250,16,16,13078,15,0,1,11250,16529,16,6,4,5305,9760,15625,26,26,6741,14,3186,11,15625,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,13289,6,7,6,0,4960,12125,24,24,11211,16,2202,10,12125,13961,7,3,17,328,5356,12750,22,22,11642,16,7882,10,12750,15210,11,2,12,1107,5970,14600,22,22,25669,17,21393,3,14600,14955,11,5,11,7354,5400,13900,37,37,5043,15,0,10,13900,7578,0,8,15,1135,0,7125,100,100,923,13,4825,72,7125,0
406,9006.0,2.0,1.0,9.0,0.0,1198.0,8450.0,22.0,22.0,5407.0,14.0,10765.0,11.0,8450.0,11260.0,8.0,8.0,6.0,1987.0,2244.0,11350.0,20.0,20.0,5583.0,15.0,6938.0,11.0,11350.0,9651.0,6.0,7.0,5.0,824.0,0.0,8450.0,25.0,25.0,7258.0,13.0,1548.0,14.0,8450.0,12735.0,7.0,4.0,19.0,1324.0,3808.0,11050.0,22.0,22.0,6208.0,15.0,642.0,9.0,11050.0,7196.0,0.0,10.0,4.0,2368.0,0.0,6808.0,20.0,20.0,2585.0,13.0,870.0,10.0,6808.0,,,,,,,,,,,,,,,12233.0,3.0,11.0,0.0,6905.0,4581.0,12208.0,39.0,39.0,19220.0,16.0,1133.0,17.0,12208.0,11284.0,8.0,2.0,5.0,746.0,3178.0,10650.0,32.0,32.0,6324.0,14.0,1836.0,6.0,10650.0,13364.0,9.0,3.0,11.0,2662.0,4052.0,11475.0,19.0,19.0,6088.0,14.0,3173.0,8.0,11475.0,10195.0,11.0,3.0,3.0,0.0,301.0,7800.0,15.0,15.0,3418.0,13.0,11190.0,8.0,7800.0,0.0
407,13395,6,7,19,93,815,12380,22,22,2246,17,21621,13,12380,9195,6,2,10,0,1626,8675,26,26,1646,12,9032,9,8675,11335,4,7,9,1304,0,11200,46,46,21398,15,1659,20,11200,15294,8,8,13,533,4861,14400,21,21,9226,17,4544,8,14400,9130,2,6,26,608,0,8260,77,77,3352,15,12415,41,8260,11857,5,7,5,72,3361,11225,12,12,5693,16,30009,5,11225,11081,3,5,6,0,3369,10875,16,16,4412,15,4887,9,10875,14024,13,6,4,6059,0,12350,20,20,19560,15,0,5,12350,9523,1,6,4,0,402,9200,26,26,3037,14,1873,12,9200,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
408,14242,11,9,10,1485,3174,13150,41,41,1200,16,1896,8,13150,15122,11,9,7,168,3289,14260,25,25,12429,17,9771,11,14260,20321,25,8,13,5210,3980,20075,20,20,31815,18,47885,10,20075,15294,8,8,13,533,4861,14400,21,21,9226,17,4544,8,14400,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,12491,11,3,2,1087,4870,10800,12,12,0,16,505,2,10800,10502,4,13,17,468,847,9050,41,41,30712,16,21112,11,9050,14921,10,15,15,1814,1415,13483,24,24,18680,16,4357,6,13483,7461,0,7,4,0,1515,6775,18,18,1034,10,963,7,6775,11331,1,8,36,2110,1967,9730,105,105,17475,16,18632,46,9730,0
409,13744,8,6,5,4501,1810,13495,36,36,806,15,19704,14,13495,13595,5,4,4,2390,1033,13375,30,30,5924,17,136,16,13375,1056,0,0,0,0,0,500,1,1,1215,3,14,1,500,13521,12,3,10,447,5882,11300,18,18,7325,15,6184,7,11300,8821,3,4,14,894,1580,8000,75,75,4409,13,8321,29,8000,14242,11,9,10,1485,3174,13150,41,41,1200,16,1896,8,13150,12233,3,11,0,6905,4581,12208,39,39,19220,16,1133,17,12208,12188,4,5,8,4043,945,11175,22,22,20390,15,9393,3,11175,12775,5,4,13,4953,3177,10950,33,33,12009,16,835,8,10950,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
410,7672,2,13,7,928,0,6925,11,11,23,13,13044,9,6925,10689,4,6,4,24,3949,10000,16,16,14136,15,0,9,10000,8289,3,1,6,2839,303,7275,32,32,14011,12,0,6,7275,15099,9,5,12,442,14841,12650,36,36,3868,16,2363,8,12650,7696,2,6,12,0,4081,7350,43,43,4340,11,0,17,7350,10072,4,7,4,1146,3297,9660,23,23,5301,14,9020,11,9660,12233,3,11,0,6905,4581,12208,39,39,19220,16,1133,17,12208,16998,16,3,11,1423,6627,14708,32,32,24712,18,2889,9,14708,12937,3,9,4,1558,2312,12810,26,26,2982,15,408,10,12810,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
411,7672,2,13,7,928,0,6925,11,11,23,13,13044,9,6925,7307,3,10,4,0,291,6825,8,8,1019,11,3349,5,6825,8289,3,1,6,2839,303,7275,32,32,14011,12,0,6,7275,12937,3,9,4,1558,2312,12810,26,26,2982,15,408,10,12810,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,9609,6,0,2,0,7372,8200,12,12,4234,13,7735,4,8200,10772,8,3,3,0,8525,10925,24,24,2278,13,16150,8,10925,14461,14,3,8,2077,2693,12875,29,29,10173,16,22118,5,12875,8492,1,0,15,0,3391,7750,23,23,4647,11,7151,10,7750,7696,2,6,12,0,4081,7350,43,43,4340,11,0,17,7350,0
412,5879,4,6,1,244,1124,5660,10,10,2351,10,6802,6,5660,12930,9,4,6,486,5097,11075,14,14,3560,15,49,9,11075,1179,0,0,0,0,0,500,1,1,1319,3,0,1,500,5793,4,4,1,0,1051,5475,5,5,1974,8,2001,4,5475,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,7672,2,13,7,928,0,6925,11,11,23,13,13044,9,6925,8564,5,4,7,0,2083,7725,20,20,299,13,258,8,7725,7959,5,1,2,987,1086,6150,16,16,10558,11,7639,3,6150,12937,3,9,4,1558,2312,12810,26,26,2982,15,408,10,12810,8794,1,12,19,0,413,8775,54,54,4171,14,7166,29,8775,0
413,20369.0,32.0,8.0,3.0,12364.0,5603.0,21385.0,17.0,17.0,15588.0,17.0,24097.0,9.0,21385.0,1049.0,0.0,0.0,0.0,0.0,0.0,500.0,1.0,1.0,26.0,3.0,0.0,1.0,500.0,1064.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,703.0,3.0,0.0,0.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1174.0,1.0,1.0,0.0,0.0,0.0,550.0,0.0,0.0,359.0,2.0,0.0,0.0,550.0,958.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,68.0,3.0,0.0,0.0,500.0,1179.0,0.0,0.0,0.0,0.0,0.0,500.0,1.0,1.0,1319.0,3.0,0.0,1.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
414,10395,6,1,4,629,2257,9325,13,13,4160,14,14062,7,9325,10786,4,7,9,120,2630,10555,33,33,6248,15,2054,14,10555,6573,1,6,8,897,0,5935,19,19,5847,11,11237,3,5935,9374,3,2,3,57,6587,8225,18,18,3117,13,3373,8,8225,6747,1,1,7,458,2459,5750,58,58,352,10,1554,24,5750,7359,0,3,5,0,0,7435,15,15,3634,12,11039,10,7435,6620,1,5,1,2108,798,6393,12,12,1063,12,542,6,6393,7851,4,2,2,854,0,6875,22,22,12594,12,5300,14,6875,4711,2,7,2,0,0,4195,12,12,1314,8,0,4,4195,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
415,7642,4,7,4,0,0,7300,21,21,2214,11,7385,9,7300,8139,1,8,7,0,153,8000,41,41,2378,13,15855,17,8000,13276,2,4,12,1247,2627,12175,46,46,11423,16,4795,10,12175,9016,5,5,12,670,1581,7925,31,31,4216,12,3660,9,7925,6618,3,5,8,428,714,5850,53,53,1585,9,3223,24,5850,9477,3,6,4,0,0,9060,38,38,4256,15,19244,17,9060,8544,3,5,12,176,4906,7200,12,12,4882,13,2929,8,7200,9489,5,1,9,4439,465,8975,16,16,11165,13,8471,7,8975,8552,9,2,6,232,1682,8225,8,8,3484,9,1196,4,8225,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,0
416,9207,1,6,5,0,415,8575,17,17,6199,14,9716,7,8575,10786,4,7,9,120,2630,10555,33,33,6248,15,2054,14,10555,13276,2,4,12,1247,2627,12175,46,46,11423,16,4795,10,12175,11732,11,3,9,143,5641,11700,20,20,4144,12,1689,8,11700,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,11263,6,6,6,1825,1613,10025,22,22,2883,14,3310,7,10025,15100,6,9,9,170,1665,14350,28,28,12729,18,5291,13,14350,14055,6,7,4,1594,183,13875,41,41,29038,17,11988,6,13875,8552,9,2,6,232,1682,8225,8,8,3484,9,1196,4,8225,9068,8,2,14,0,1083,7525,50,50,1633,12,9807,22,7525,0
417,9477,3,6,4,0,0,9060,38,38,4256,15,19244,17,9060,10257,6,3,8,4606,8365,9915,19,19,5987,14,888,10,9915,7574,3,4,14,214,533,4950,17,17,12408,12,7356,3,4950,9546,4,2,2,508,10151,7500,10,10,2150,11,1029,5,7500,10635,5,3,25,955,326,9750,85,85,7888,17,9975,48,9750,11263,6,6,6,1825,1613,10025,22,22,2883,14,3310,7,10025,6412,1,3,1,0,1149,6175,10,10,4496,11,747,6,6175,16998,16,3,11,1423,6627,14708,32,32,24712,18,2889,9,14708,8552,9,2,6,232,1682,8225,8,8,3484,9,1196,4,8225,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
418,12078,4,4,22,0,3654,11350,12,12,6781,15,17176,7,11350,13755,6,2,12,0,2403,13358,19,19,5290,16,3109,9,13358,13840,12,3,14,2329,1262,12400,24,24,15620,15,9022,7,12400,10624,7,7,6,941,1681,10905,21,21,3919,12,2830,10,10905,6456,5,2,11,376,816,4875,36,36,158,11,2347,16,4875,9950,6,8,4,832,1167,8650,29,29,2392,13,19903,10,8650,12426,1,7,11,9414,5496,12425,29,29,22173,17,1652,13,12425,13103,10,1,12,5626,1470,11975,30,30,13255,16,16497,11,11975,13274,11,2,6,110,12644,11975,25,25,2459,13,1126,8,11975,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,1
419,11978,12,7,6,1624,2979,9250,34,34,1128,15,22116,10,9250,12426,1,7,11,9414,5496,12425,29,29,22173,17,1652,13,12425,12603,10,4,9,1615,1337,12050,25,25,20972,14,61,5,12050,16508,5,6,4,1622,4626,15375,37,37,10309,17,5635,10,15375,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,12538,9,5,11,783,1329,12150,21,21,2582,17,24947,4,12150,14588,6,8,6,6954,6029,14280,18,18,17097,18,952,11,14280,16456,16,3,16,1534,729,15150,34,34,15443,18,1762,11,15150,16020,6,3,23,2985,3778,15300,40,40,13851,18,1020,13,15300,10635,5,3,25,955,326,9750,85,85,7888,17,9975,48,9750,0
420,11978,12,7,6,1624,2979,9250,34,34,1128,15,22116,10,9250,12930,9,4,6,486,5097,11075,14,14,3560,15,49,9,11075,12265,6,2,9,3478,5378,11825,11,11,18669,15,0,2,11825,10958,7,2,6,528,1537,10375,17,17,4984,14,940,7,10375,15515,17,7,14,5241,627,12525,57,57,5248,15,0,24,12525,8241,2,6,4,0,84,8000,15,15,2183,13,5144,10,8000,12426,1,7,11,9414,5496,12425,29,29,22173,17,1652,13,12425,8244,4,9,6,976,0,8200,17,17,5665,11,10190,3,8200,9886,6,7,4,3255,76,9935,15,15,879,13,10447,7,9935,7387,3,10,7,642,0,6850,46,46,1286,12,533,24,6850,1
